FID,GEOID,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,INSIDE_X,INSIDE_Y,COUSUBNS,GEOID_1,NAME,CLASSFP,FUNCSTAT,ALAND_1,AWATER_1,INTPTLAT_1,INTPTLON_1,OBJECTID_1
353,440070106003,Block Group 3,219777,851420,41.78,-71.37,409,-71.37,41.77,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
354,440070106004,Block Group 4,280706,1561822,41.77,-71.37,410,-71.37,41.76,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
355,440070106005,Block Group 5,205292,0,41.76,-71.36,411,-71.36,41.76,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
356,440070106006,Block Group 6,404009,29365,41.76,-71.36,412,-71.36,41.76,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
357,440070107011,Block Group 1,2581900,23010,41.77,-71.34,413,-71.34,41.77,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
358,440070107012,Block Group 2,224743,0,41.77,-71.35,414,-71.35,41.77,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
359,440070107021,Block Group 1,268226,0,41.77,-71.34,415,-71.34,41.77,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
360,440070107022,Block Group 2,364641,1327,41.77,-71.34,416,-71.34,41.77,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
361,440070107023,Block Group 3,402762,0,41.76,-71.34,417,-71.34,41.76,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
362,440070107024,Block Group 4,289832,111316,41.75,-71.35,418,-71.35,41.76,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
363,440070107025,Block Group 5,611314,23446,41.77,-71.35,419,-71.35,41.76,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
368,440070131011,Block Group 1,36391589,1867714,41.89,-71.73,541,-71.71,41.89,1220070,4400730340,Glocester ,T1,A,140328602,6890435,41.89,-71.69,22
369,440070131012,Block Group 2,34766296,2954990,41.89,-71.77,542,-71.77,41.89,1220070,4400730340,Glocester ,T1,A,140328602,6890435,41.89,-71.69,22
370,440070131013,Block Group 3,9652098,237693,41.91,-71.68,543,-71.69,41.92,1220070,4400730340,Glocester ,T1,A,140328602,6890435,41.89,-71.69,22
371,440070131021,Block Group 1,27152820,460931,41.88,-71.64,544,-71.64,41.88,1220070,4400730340,Glocester ,T1,A,140328602,6890435,41.89,-71.69,22
372,440070131022,Block Group 2,24032830,365970,41.92,-71.62,545,-71.62,41.92,1220070,4400730340,Glocester ,T1,A,140328602,6890435,41.89,-71.69,22
373,440070131023,Block Group 3,8332969,1003137,41.88,-71.59,546,-71.59,41.88,1220070,4400730340,Glocester ,T1,A,140328602,6890435,41.89,-71.69,22
406,440070118001,Block Group 1,931697,0,41.87,-71.43,467,-71.43,41.87,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
407,440070118002,Block Group 2,435110,0,41.86,-71.42,468,-71.42,41.86,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
408,440070118003,Block Group 3,444736,25704,41.86,-71.43,469,-71.43,41.86,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
409,440070118004,Block Group 4,479422,0,41.87,-71.43,470,-71.43,41.87,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
410,440070118005,Block Group 5,643467,0,41.87,-71.44,471,-71.44,41.87,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
411,440070119011,Block Group 1,852468,0,41.86,-71.44,472,-71.44,41.86,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
412,440070119012,Block Group 2,713303,5314,41.86,-71.45,473,-71.45,41.86,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
413,440070119021,Block Group 1,895428,133622,41.87,-71.46,474,-71.46,41.87,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
414,440070119022,Block Group 2,901378,10741,41.87,-71.45,475,-71.45,41.87,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
415,440070119023,Block Group 3,1042409,41626,41.87,-71.46,476,-71.45,41.87,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
416,440070120001,Block Group 1,609698,0,41.85,-71.46,477,-71.46,41.85,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
417,440070120002,Block Group 2,652039,0,41.85,-71.45,478,-71.45,41.85,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
418,440070120003,Block Group 3,672163,0,41.85,-71.46,479,-71.46,41.85,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
419,440070120004,Block Group 4,427321,0,41.85,-71.47,480,-71.47,41.85,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
420,440070120005,Block Group 5,531956,0,41.86,-71.47,481,-71.47,41.86,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
421,440070121021,Block Group 1,393794,0,41.85,-71.48,482,-71.48,41.85,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
422,440070121022,Block Group 2,543059,0,41.85,-71.47,483,-71.47,41.85,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
423,440070121023,Block Group 3,257303,0,41.84,-71.47,484,-71.47,41.84,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
424,440070121024,Block Group 4,349874,66267,41.85,-71.48,485,-71.48,41.85,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
425,440070121031,Block Group 1,453791,0,41.86,-71.47,486,-71.47,41.86,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
426,440070121032,Block Group 2,335140,0,41.86,-71.48,487,-71.48,41.86,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
427,440070121041,Block Group 1,448823,4307,41.86,-71.48,488,-71.48,41.86,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
428,440070121042,Block Group 2,485262,29793,41.87,-71.49,489,-71.49,41.86,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
429,440070121043,Block Group 3,1084808,0,41.87,-71.48,490,-71.48,41.87,1219763,4400751760,North Providence ,T1,A,14584449,317374,41.86,-71.46,25
430,440070128011,Block Group 1,3584996,264715,42.01,-71.59,523,-71.59,42.0,1219815,4400752480,North Smithfield ,T1,A,61640924,2430153,41.98,-71.54,26
431,440070128012,Block Group 2,2731207,103330,42.01,-71.54,524,-71.54,42.01,1219815,4400752480,North Smithfield ,T1,A,61640924,2430153,41.98,-71.54,26
432,440070128013,Block Group 3,4803078,138278,42.01,-71.57,525,-71.57,42.01,1219815,4400752480,North Smithfield ,T1,A,61640924,2430153,41.98,-71.54,26
433,440070128021,Block Group 1,2266988,31816,41.99,-71.55,526,-71.54,41.99,1219815,4400752480,North Smithfield ,T1,A,61640924,2430153,41.98,-71.54,26
434,440070128022,Block Group 2,3041905,22729,41.98,-71.53,527,-71.53,41.98,1219815,4400752480,North Smithfield ,T1,A,61640924,2430153,41.98,-71.54,26
435,440070128031,Block Group 1,16205935,266755,41.97,-71.53,528,-71.53,41.97,1219815,4400752480,North Smithfield ,T1,A,61640924,2430153,41.98,-71.54,26
436,440070128032,Block Group 2,29006815,1602530,41.96,-71.56,529,-71.56,41.96,1219815,4400752480,North Smithfield ,T1,A,61640924,2430153,41.98,-71.54,26
655,440070132011,Block Group 1,5652693,1359938,41.85,-71.59,547,-71.59,41.85,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
656,440070132012,Block Group 2,11655724,3000117,41.81,-71.58,548,-71.58,41.81,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
657,440070132013,Block Group 3,13858083,3360458,41.77,-71.57,549,-71.57,41.76,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
658,440070132014,Block Group 4,4411950,277257,41.74,-71.58,550,-71.58,41.74,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
659,440070132021,Block Group 1,21506988,315241,41.84,-71.65,551,-71.65,41.84,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
660,440070132022,Block Group 2,27261974,1814160,41.8,-71.63,552,-71.64,41.81,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
661,440070132023,Block Group 3,40341069,6985476,41.75,-71.63,553,-71.63,41.76,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
662,440070126011,Block Group 1,12879818,891665,41.93,-71.53,509,-71.53,41.93,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
663,440070126012,Block Group 2,7938084,303113,41.89,-71.53,510,-71.53,41.89,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
664,440070126021,Block Group 1,1644166,418533,41.9,-71.51,511,-71.51,41.9,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
665,440070126022,Block Group 2,1779601,18769,41.89,-71.5,512,-71.5,41.89,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
666,440070126023,Block Group 3,2377940,51041,41.88,-71.51,513,-71.51,41.88,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
667,440070126024,Block Group 4,715694,38643,41.87,-71.5,514,-71.5,41.87,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
668,440070126025,Block Group 5,9396996,111109,41.92,-71.49,515,-71.49,41.91,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
669,440070126026,Block Group 6,5020574,80093,41.88,-71.48,516,-71.48,41.88,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
670,440070127011,Block Group 1,2066031,696281,41.9,-71.55,517,-71.55,41.89,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
671,440070127012,Block Group 2,13022389,341532,41.92,-71.57,518,-71.57,41.91,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
672,440070127013,Block Group 3,5600444,274985,41.88,-71.56,519,-71.56,41.88,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
673,440070127021,Block Group 1,2451330,349281,41.86,-71.55,520,-71.55,41.86,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
674,440070127022,Block Group 2,2127465,194876,41.87,-71.56,521,-71.57,41.87,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
675,440070127023,Block Group 3,1111177,0,41.87,-71.54,522,-71.54,41.87,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
712,440090511011,Block Group 1,2767553,2523007,41.34,-71.72,776,-71.72,41.34,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
713,440090511012,Block Group 2,9042774,6755214,41.36,-71.67,777,-71.67,41.36,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
714,440090511013,Block Group 3,31088439,2389442,41.39,-71.71,778,-71.7,41.39,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
715,440090511014,Block Group 4,27067061,615664,41.42,-71.66,779,-71.66,41.42,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
716,440090511021,Block Group 1,21055276,520190,41.42,-71.62,780,-71.62,41.42,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
717,440090511022,Block Group 2,760722,258645,41.37,-71.63,781,-71.63,41.37,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
718,440090511023,Block Group 3,2617242,1095427,41.38,-71.63,782,-71.64,41.37,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
728,440090515021,Block Group 1,3822118,662381,41.49,-71.43,802,-71.43,41.49,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
729,440090515022,Block Group 2,3125948,966594,41.46,-71.43,803,-71.43,41.46,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
730,440090515023,Block Group 3,3013577,223887,41.46,-71.44,804,-71.44,41.46,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
731,440090515024,Block Group 4,1628940,62234,41.48,-71.44,805,-71.44,41.48,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
732,440090515025,Block Group 5,1172516,184390,41.5,-71.44,806,-71.44,41.5,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
733,440090515031,Block Group 1,2852231,999655,41.44,-71.46,807,-71.46,41.44,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
734,440090515032,Block Group 2,1457129,233954,41.43,-71.46,808,-71.46,41.43,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
735,440090515033,Block Group 3,6872760,511618,41.41,-71.46,809,-71.47,41.41,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
736,440090515041,Block Group 1,2484321,5361937,41.37,-71.5,810,-71.5,41.37,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
737,440090515042,Block Group 2,2225655,772280,41.38,-71.48,811,-71.48,41.38,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
738,440090515043,Block Group 3,2107253,1868025,41.39,-71.5,812,-71.5,41.39,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
739,440090515044,Block Group 4,5219043,1910481,41.41,-71.49,813,-71.49,41.41,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
740,440090415001,Block Group 1,17775646,4012412,41.17,-71.58,722,-71.58,41.17,1220043,4400950500,New Shoreham ,T1,A,23521355,260101306,41.19,-71.57,36
741,440090415002,Block Group 2,5745709,4245814,41.21,-71.57,723,-71.57,41.2,1220043,4400950500,New Shoreham ,T1,A,23521355,260101306,41.19,-71.57,36
742,440099902000,Block Group 0,0,251843080,41.15,-71.53,815,-71.53,41.19,1220043,4400950500,New Shoreham ,T1,A,23521355,260101306,41.19,-71.57,36
743,440090501021,Block Group 1,2694210,1159648,41.59,-71.45,724,-71.45,41.59,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
744,440090501022,Block Group 2,6183138,8080,41.6,-71.49,725,-71.48,41.6,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
745,440090501031,Block Group 1,2026821,714,41.61,-71.45,726,-71.45,41.61,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
746,440090501032,Block Group 2,13237928,2404539,41.6,-71.43,727,-71.43,41.6,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
747,440090501033,Block Group 3,721197,2794,41.61,-71.46,728,-71.46,41.61,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
748,440090501034,Block Group 4,961766,42095,41.62,-71.46,729,-71.46,41.62,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
749,440090501035,Block Group 5,3560972,30740,41.62,-71.48,730,-71.47,41.62,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
750,440090501041,Block Group 1,7907840,396012,41.63,-71.44,731,-71.44,41.63,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
751,440090501042,Block Group 2,4150722,701572,41.64,-71.41,732,-71.42,41.64,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
752,440090503011,Block Group 1,6833671,49149,41.59,-71.51,733,-71.5,41.58,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
753,440090503012,Block Group 2,5317941,4982,41.58,-71.48,734,-71.47,41.58,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
754,440090503013,Block Group 3,4506668,746308,41.56,-71.48,735,-71.48,41.56,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
755,440090503021,Block Group 1,1924068,730705,41.56,-71.45,736,-71.45,41.56,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
756,440090503022,Block Group 2,2720262,81046,41.55,-71.46,737,-71.46,41.55,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
757,440090503023,Block Group 3,1344911,545663,41.57,-71.45,738,-71.45,41.57,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
758,440090504011,Block Group 1,10164037,50026,41.55,-71.5,739,-71.5,41.55,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
759,440090504012,Block Group 2,18515528,225256,41.51,-71.48,740,-71.49,41.52,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
760,440090504021,Block Group 1,1010711,1572822,41.55,-71.43,741,-71.43,41.55,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
761,440090504022,Block Group 2,7219159,1132555,41.52,-71.43,742,-71.44,41.51,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
762,440090504023,Block Group 3,10737993,878450,41.54,-71.44,743,-71.44,41.53,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
786,440090508011,Block Group 1,950896,0,41.39,-71.83,757,-71.83,41.39,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
787,440090508012,Block Group 2,849024,0,41.38,-71.82,758,-71.82,41.38,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
788,440090508013,Block Group 3,442969,0,41.37,-71.83,759,-71.83,41.37,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
789,440090508014,Block Group 4,599568,22907,41.38,-71.83,760,-71.83,41.38,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
790,440090508015,Block Group 5,774757,31736,41.39,-71.83,761,-71.83,41.39,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
791,440090508021,Block Group 1,1177671,45421,41.37,-71.83,762,-71.83,41.37,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
792,440090508022,Block Group 2,3904986,539876,41.35,-71.82,763,-71.82,41.35,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
793,440090509011,Block Group 1,6618568,178045,41.41,-71.82,764,-71.82,41.41,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
794,440090509012,Block Group 2,11997069,858131,41.36,-71.79,765,-71.79,41.37,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
795,440090509013,Block Group 3,5488098,26085,41.39,-71.8,766,-71.8,41.39,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
796,440090509021,Block Group 1,5921157,47399,41.39,-71.76,767,-71.76,41.39,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
797,440090509022,Block Group 2,15421736,137733,41.37,-71.76,768,-71.75,41.37,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
798,440090509023,Block Group 3,4812668,28622,41.35,-71.79,769,-71.79,41.35,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
799,440090509024,Block Group 4,3393128,37421,41.33,-71.81,770,-71.81,41.34,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
800,440090510001,Block Group 1,4900657,6319537,41.32,-71.85,771,-71.86,41.32,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
801,440090510002,Block Group 2,4694267,1550653,41.34,-71.75,772,-71.75,41.34,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
802,440090510003,Block Group 3,615337,93105,41.32,-71.82,773,-71.82,41.32,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
803,440090510004,Block Group 4,2495960,1790560,41.33,-71.8,774,-71.79,41.33,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
804,440090510005,Block Group 5,1383423,843360,41.34,-71.78,775,-71.78,41.34,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
805,440050404001,Block Group 1,12639272,3034155,41.5,-71.26,181,-71.25,41.51, , ,Middletown , , ,0,0, , ,0
806,440050404003,Block Group 3,2567251,380325,41.49,-71.28,183,-71.28,41.49, , ,Middletown , , ,0,0, , ,0
807,440050407002,Block Group 2,776926,666906,41.5,-71.29,192,-71.3,41.49, , ,Newport, , ,0,0, , ,0
808,440050408003,Block Group 3,545299,267489,41.48,-71.3,196,-71.3,41.48, , ,Newport, , ,0,0, , ,0
809,440050409001,Block Group 1,900849,822917,41.47,-71.31,197,-71.3,41.46, , ,Newport, , ,0,0, , ,0
810,440050409002,Block Group 2,8422747,4836716,41.46,-71.34,198,-71.34,41.46, , ,Newport, , ,0,0, , ,0
811,440050409004,Block Group 4,364626,57184,41.47,-71.3,200,-71.3,41.47, , ,Newport, , ,0,0, , ,0
812,440050412001,Block Group 1,1424720,2286560,41.51,-71.33,206,-71.33,41.51, , ,Newport, , ,0,0, , ,0
